class_id,days_bin,start_slot,start_time,length_slots,duration_min,pref
11,1010100,114,09:30,12,60,0.0
11,1010100,126,10:30,12,60,0.0
11,1010100,138,11:30,12,60,0.0
11,1010100,150,12:30,12,60,-10.0
11,1010100,162,13:30,12,60,0.0
11,1010100,174,14:30,12,60,0.0
11,1010100,186,15:30,12,60,0.0
11,1010100,198,16:30,12,60,0.5
12,1010100,90,07:30,12,60,2.0
12,1010100,102,08:30,12,60,0.0
12,1010100,114,09:30,12,60,0.0
12,1010100,126,10:30,12,60,0.0
12,1010100,138,11:30,12,60,0.0
12,1010100,150,12:30,12,60,0.0
12,1010100,162,13:30,12,60,0.0
12,1010100,174,14:30,12,60,0.0
12,1010100,186,15:30,12,60,0.0
12,1010100,198,16:30,12,60,-9.5
13,0101000,180,15:00,18,90,0.0
14,0101000,180,15:00,18,90,0.0
15,1010100,114,09:30,12,60,0.0
16,0000100,174,14:30,12,60,0.0
17,0101000,126,10:30,18,90,0.0
18,0101000,144,12:00,18,90,0.0
19,0101000,198,16:30,18,90,0.5
20,1010100,138,11:30,12,60,0.0
21,1010100,90,07:30,12,60,2.0
21,1010100,102,08:30,12,60,0.0
21,1010100,114,09:30,12,60,0.0
21,1010100,126,10:30,12,60,0.0
21,1010100,138,11:30,12,60,0.0
21,1010100,150,12:30,12,60,0.0
21,1010100,162,13:30,12,60,0.0
21,1010100,174,14:30,12,60,0.0
21,1010100,186,15:30,12,60,0.0
21,1010100,198,16:30,12,60,40.5
22,1010100,90,07:30,12,60,-8.0
22,1010100,102,08:30,12,60,0.0
22,1010100,114,09:30,12,60,0.0
22,1010100,126,10:30,12,60,0.0
22,1010100,138,11:30,12,60,0.0
22,1010100,150,12:30,12,60,0.0
22,1010100,162,13:30,12,60,0.0
22,1010100,174,14:30,12,60,0.0
22,1010100,186,15:30,12,60,0.0
22,1010100,198,16:30,12,60,0.5
23,1010100,174,14:30,12,60,0.0
24,1010100,186,15:30,12,60,0.0
25,1010100,90,07:30,12,60,2.0
25,1010100,102,08:30,12,60,-40.0
25,1010100,114,09:30,12,60,0.0
25,1010100,126,10:30,12,60,0.0
25,1010100,138,11:30,12,60,0.0
25,1010100,150,12:30,12,60,0.0
25,1010100,162,13:30,12,60,0.0
25,1010100,174,14:30,12,60,0.0
25,1010100,186,15:30,12,60,0.0
25,1010100,198,16:30,12,60,0.5
26,0101000,162,13:30,12,60,0.0
27,0101000,90,07:30,18,90,2.0
27,0101000,108,09:00,18,90,0.0
27,0101000,126,10:30,18,90,0.0
27,0101000,144,12:00,18,90,0.0
27,0101000,162,13:30,18,90,0.0
27,0101000,180,15:00,18,90,-40.0
27,0101000,198,16:30,18,90,0.5
28,0101000,90,07:30,18,90,2.0
28,0101000,108,09:00,18,90,0.0
28,0101000,126,10:30,18,90,-8.0
28,0101000,144,12:00,18,90,-8.0
28,0101000,162,13:30,18,90,0.0
28,0101000,180,15:00,18,90,0.0
28,0101000,198,16:30,18,90,0.5
29,1010000,114,09:30,12,60,0.0
30,0101000,114,09:30,12,60,0.0
31,0101000,90,07:30,18,90,2.0
31,0101000,108,09:00,18,90,0.0
31,0101000,126,10:30,18,90,0.0
31,0101000,144,12:00,18,90,0.0
31,0101000,162,13:30,18,90,0.0
31,0101000,180,15:00,18,90,-40.0
31,0101000,198,16:30,18,90,0.5
32,1010100,162,13:30,12,60,0.0
33,1010100,126,10:30,12,60,0.0
34,0100000,174,14:30,12,60,0.0
35,0100000,186,15:30,12,60,0.0
36,0100000,198,16:30,12,60,0.5
37,1000000,90,07:30,12,60,2.0
37,0100000,90,07:30,12,60,2.0
37,0010000,90,07:30,12,60,2.0
37,0001000,90,07:30,12,60,2.0
37,0000100,90,07:30,12,60,2.0
37,1000000,102,08:30,12,60,0.0
37,0100000,102,08:30,12,60,0.0
37,0010000,102,08:30,12,60,0.0
37,0001000,102,08:30,12,60,0.0
37,0000100,102,08:30,12,60,0.0
37,1000000,114,09:30,12,60,0.0
37,0100000,114,09:30,12,60,0.0
37,0010000,114,09:30,12,60,0.0
37,0001000,114,09:30,12,60,0.0
37,0000100,114,09:30,12,60,0.0
37,1000000,126,10:30,12,60,0.0
37,0100000,126,10:30,12,60,0.0
37,0010000,126,10:30,12,60,0.0
37,0001000,126,10:30,12,60,0.0
37,0000100,126,10:30,12,60,0.0
37,1000000,138,11:30,12,60,0.0
37,0100000,138,11:30,12,60,0.0
37,0010000,138,11:30,12,60,0.0
37,0001000,138,11:30,12,60,0.0
37,0000100,138,11:30,12,60,0.0
37,1000000,150,12:30,12,60,0.0
37,0100000,150,12:30,12,60,0.0
37,0010000,150,12:30,12,60,0.0
37,0001000,150,12:30,12,60,0.0
37,0000100,150,12:30,12,60,0.0
37,1000000,162,13:30,12,60,0.0
37,0100000,162,13:30,12,60,0.0
37,0010000,162,13:30,12,60,0.0
37,0001000,162,13:30,12,60,0.0
37,0000100,162,13:30,12,60,0.0
37,1000000,174,14:30,12,60,0.0
37,0100000,174,14:30,12,60,-40.0
37,0010000,174,14:30,12,60,0.0
37,0001000,174,14:30,12,60,0.0
37,0000100,174,14:30,12,60,0.0
37,1000000,186,15:30,12,60,0.0
37,0100000,186,15:30,12,60,0.0
37,0010000,186,15:30,12,60,0.0
37,0001000,186,15:30,12,60,0.0
37,0000100,186,15:30,12,60,0.0
37,1000000,198,16:30,12,60,0.5
37,0100000,198,16:30,12,60,0.5
37,0010000,198,16:30,12,60,0.5
37,0001000,198,16:30,12,60,0.5
37,0000100,198,16:30,12,60,0.5
38,0001000,198,16:30,24,120,0.5
39,0000100,150,12:30,24,120,0.0
40,0001000,186,15:30,24,120,0.5
41,1010000,90,07:30,12,60,2.0
41,1000100,90,07:30,12,60,2.0
41,0101000,90,07:30,12,60,2.0
41,0010100,90,07:30,12,60,2.0
41,1010000,102,08:30,12,60,0.0
41,1000100,102,08:30,12,60,0.0
41,0101000,102,08:30,12,60,-40.0
41,0010100,102,08:30,12,60,0.0
41,1010000,114,09:30,12,60,0.0
41,1000100,114,09:30,12,60,0.0
41,0101000,114,09:30,12,60,0.0
41,0010100,114,09:30,12,60,0.0
41,1010000,126,10:30,12,60,0.0
41,1000100,126,10:30,12,60,0.0
41,0101000,126,10:30,12,60,0.0
41,0010100,126,10:30,12,60,0.0
41,1010000,138,11:30,12,60,0.0
41,1000100,138,11:30,12,60,0.0
41,0101000,138,11:30,12,60,0.0
41,0010100,138,11:30,12,60,0.0
41,1010000,150,12:30,12,60,0.0
41,1000100,150,12:30,12,60,0.0
41,0101000,150,12:30,12,60,0.0
41,0010100,150,12:30,12,60,0.0
41,1010000,162,13:30,12,60,0.0
41,1000100,162,13:30,12,60,0.0
41,0101000,162,13:30,12,60,0.0
41,0010100,162,13:30,12,60,0.0
41,1010000,174,14:30,12,60,0.0
41,1000100,174,14:30,12,60,0.0
41,0101000,174,14:30,12,60,0.0
41,0010100,174,14:30,12,60,0.0
41,1010000,186,15:30,12,60,0.0
41,1000100,186,15:30,12,60,0.0
41,0101000,186,15:30,12,60,0.0
41,0010100,186,15:30,12,60,0.0
41,1010000,198,16:30,12,60,0.5
41,1000100,198,16:30,12,60,0.5
41,0101000,198,16:30,12,60,0.5
41,0010100,198,16:30,12,60,0.5
42,0100000,102,08:30,12,60,-1.0
42,0100000,114,09:30,12,60,-4.0
42,0100000,126,10:30,12,60,-4.0
43,0100000,102,08:30,12,60,-1.0
43,0100000,114,09:30,12,60,-4.0
43,0100000,126,10:30,12,60,-4.0
44,1000000,90,07:30,12,60,2.0
44,0100000,90,07:30,12,60,2.0
44,0010000,90,07:30,12,60,2.0
44,0001000,90,07:30,12,60,2.0
44,0000100,90,07:30,12,60,2.0
44,1000000,102,08:30,12,60,0.0
44,0100000,102,08:30,12,60,-6.0
44,0010000,102,08:30,12,60,0.0
44,0001000,102,08:30,12,60,0.0
44,0000100,102,08:30,12,60,0.0
44,1000000,114,09:30,12,60,0.0
44,0100000,114,09:30,12,60,-24.0
44,0010000,114,09:30,12,60,0.0
44,0001000,114,09:30,12,60,0.0
44,0000100,114,09:30,12,60,0.0
44,1000000,126,10:30,12,60,0.0
44,0100000,126,10:30,12,60,-24.0
44,0010000,126,10:30,12,60,0.0
44,0001000,126,10:30,12,60,0.0
44,0000100,126,10:30,12,60,0.0
44,1000000,138,11:30,12,60,0.0
44,0100000,138,11:30,12,60,0.0
44,0010000,138,11:30,12,60,0.0
44,0001000,138,11:30,12,60,0.0
44,0000100,138,11:30,12,60,0.0
44,1000000,150,12:30,12,60,0.0
44,0100000,150,12:30,12,60,0.0
44,0010000,150,12:30,12,60,0.0
44,0001000,150,12:30,12,60,0.0
44,0000100,150,12:30,12,60,0.0
44,1000000,162,13:30,12,60,0.0
44,0100000,162,13:30,12,60,0.0
44,0010000,162,13:30,12,60,0.0
44,0001000,162,13:30,12,60,0.0
44,0000100,162,13:30,12,60,0.0
44,1000000,174,14:30,12,60,0.0
44,0100000,174,14:30,12,60,0.0
44,0010000,174,14:30,12,60,0.0
44,0001000,174,14:30,12,60,0.0
44,0000100,174,14:30,12,60,0.0
44,1000000,186,15:30,12,60,0.0
44,0100000,186,15:30,12,60,0.0
44,0010000,186,15:30,12,60,0.0
44,0001000,186,15:30,12,60,0.0
44,0000100,186,15:30,12,60,0.0
44,1000000,198,16:30,12,60,0.5
44,0100000,198,16:30,12,60,0.5
44,0010000,198,16:30,12,60,0.5
44,0001000,198,16:30,12,60,0.5
44,0000100,198,16:30,12,60,0.5
45,1000000,90,07:30,12,60,2.0
45,0100000,90,07:30,12,60,2.0
45,0010000,90,07:30,12,60,2.0
45,0001000,90,07:30,12,60,2.0
45,0000100,90,07:30,12,60,2.0
45,1000000,102,08:30,12,60,0.0
45,0100000,102,08:30,12,60,-6.0
45,0010000,102,08:30,12,60,0.0
45,0001000,102,08:30,12,60,0.0
45,0000100,102,08:30,12,60,0.0
45,1000000,114,09:30,12,60,0.0
45,0100000,114,09:30,12,60,-24.0
45,0010000,114,09:30,12,60,0.0
45,0001000,114,09:30,12,60,0.0
45,0000100,114,09:30,12,60,0.0
45,1000000,126,10:30,12,60,0.0
45,0100000,126,10:30,12,60,-24.0
45,0010000,126,10:30,12,60,0.0
45,0001000,126,10:30,12,60,0.0
45,0000100,126,10:30,12,60,0.0
45,1000000,138,11:30,12,60,0.0
45,0100000,138,11:30,12,60,0.0
45,0010000,138,11:30,12,60,0.0
45,0001000,138,11:30,12,60,0.0
45,0000100,138,11:30,12,60,0.0
45,1000000,150,12:30,12,60,0.0
45,0100000,150,12:30,12,60,0.0
45,0010000,150,12:30,12,60,0.0
45,0001000,150,12:30,12,60,0.0
45,0000100,150,12:30,12,60,0.0
45,1000000,162,13:30,12,60,0.0
45,0100000,162,13:30,12,60,0.0
45,0010000,162,13:30,12,60,0.0
45,0001000,162,13:30,12,60,0.0
45,0000100,162,13:30,12,60,0.0
45,1000000,174,14:30,12,60,0.0
45,0100000,174,14:30,12,60,0.0
45,0010000,174,14:30,12,60,0.0
45,0001000,174,14:30,12,60,0.0
45,0000100,174,14:30,12,60,0.0
45,1000000,186,15:30,12,60,0.0
45,0100000,186,15:30,12,60,0.0
45,0010000,186,15:30,12,60,0.0
45,0001000,186,15:30,12,60,0.0
45,0000100,186,15:30,12,60,0.0
45,1000000,198,16:30,12,60,0.5
45,0100000,198,16:30,12,60,0.5
45,0010000,198,16:30,12,60,0.5
45,0001000,198,16:30,12,60,0.5
45,0000100,198,16:30,12,60,0.5
46,1010100,90,07:30,12,60,2.0
46,1010100,102,08:30,12,60,0.0
46,1010100,114,09:30,12,60,-40.0
46,1010100,126,10:30,12,60,0.0
46,1010100,138,11:30,12,60,0.0
46,1010100,150,12:30,12,60,0.0
46,1010100,162,13:30,12,60,0.0
46,1010100,174,14:30,12,60,0.0
46,1010100,186,15:30,12,60,0.0
46,1010100,198,16:30,12,60,0.5
47,1010100,90,07:30,12,60,2.0
47,1010100,102,08:30,12,60,0.0
47,1010100,114,09:30,12,60,-32.0
47,1010100,126,10:30,12,60,-32.0
47,1010100,138,11:30,12,60,0.0
47,1010100,150,12:30,12,60,0.0
47,1010100,162,13:30,12,60,0.0
47,1010100,174,14:30,12,60,0.0
47,1010100,186,15:30,12,60,0.0
47,1010100,198,16:30,12,60,0.5
48,0010000,186,15:30,12,60,0.0
49,0001000,186,15:30,12,60,0.0
50,0101000,114,09:30,12,60,0.0
51,1010100,162,13:30,12,60,0.0
52,1010100,114,09:30,12,60,0.0
53,1010100,126,10:30,12,60,0.0
54,1111000,90,07:30,12,60,2.0
54,1110100,90,07:30,12,60,2.0
54,1101100,90,07:30,12,60,2.0
54,1011100,90,07:30,12,60,2.0
54,0111100,90,07:30,12,60,2.0
54,1111000,102,08:30,12,60,0.0
54,1110100,102,08:30,12,60,0.0
54,1101100,102,08:30,12,60,0.0
54,1011100,102,08:30,12,60,0.0
54,0111100,102,08:30,12,60,0.0
54,1111000,114,09:30,12,60,0.0
54,1110100,114,09:30,12,60,0.0
54,1101100,114,09:30,12,60,0.0
54,1011100,114,09:30,12,60,0.0
54,0111100,114,09:30,12,60,0.0
54,1111000,126,10:30,12,60,0.0
54,1110100,126,10:30,12,60,0.0
54,1101100,126,10:30,12,60,0.0
54,1011100,126,10:30,12,60,0.0
54,0111100,126,10:30,12,60,0.0
54,1111000,138,11:30,12,60,-40.0
54,1110100,138,11:30,12,60,0.0
54,1101100,138,11:30,12,60,0.0
54,1011100,138,11:30,12,60,0.0
54,0111100,138,11:30,12,60,0.0
54,1111000,150,12:30,12,60,0.0
54,1110100,150,12:30,12,60,0.0
54,1101100,150,12:30,12,60,0.0
54,1011100,150,12:30,12,60,0.0
54,0111100,150,12:30,12,60,0.0
54,1111000,162,13:30,12,60,0.0
54,1110100,162,13:30,12,60,0.0
54,1101100,162,13:30,12,60,0.0
54,1011100,162,13:30,12,60,0.0
54,0111100,162,13:30,12,60,0.0
54,1111000,174,14:30,12,60,0.0
54,1110100,174,14:30,12,60,0.0
54,1101100,174,14:30,12,60,0.0
54,1011100,174,14:30,12,60,0.0
54,0111100,174,14:30,12,60,0.0
54,1111000,186,15:30,12,60,0.0
54,1110100,186,15:30,12,60,0.0
54,1101100,186,15:30,12,60,0.0
54,1011100,186,15:30,12,60,0.0
54,0111100,186,15:30,12,60,0.0
54,1111000,198,16:30,12,60,0.5
54,1110100,198,16:30,12,60,0.5
54,1101100,198,16:30,12,60,0.5
54,1011100,198,16:30,12,60,0.5
54,0111100,198,16:30,12,60,0.5
55,0100000,114,09:30,12,60,0.0
56,1010100,126,10:30,12,60,0.0
57,1010100,162,13:30,12,60,0.0
58,0101000,114,09:30,12,60,0.0
59,0100000,150,12:30,12,60,0.0
60,1010000,90,07:30,12,60,2.0
60,1010000,102,08:30,12,60,0.0
60,1010000,114,09:30,12,60,-4.0
60,1010000,126,10:30,12,60,-4.0
60,1010000,138,11:30,12,60,-4.0
60,1010000,150,12:30,12,60,0.0
60,1010000,162,13:30,12,60,0.0
60,1010000,174,14:30,12,60,4.0
60,1010000,186,15:30,12,60,4.0
60,1010000,198,16:30,12,60,4.5
61,1010000,90,07:30,12,60,2.0
61,1000100,90,07:30,12,60,2.0
61,0101000,90,07:30,12,60,2.0
61,0010100,90,07:30,12,60,2.0
61,1010000,102,08:30,12,60,-24.0
61,1000100,102,08:30,12,60,0.0
61,0101000,102,08:30,12,60,0.0
61,0010100,102,08:30,12,60,0.0
61,1010000,114,09:30,12,60,-24.0
61,1000100,114,09:30,12,60,0.0
61,0101000,114,09:30,12,60,0.0
61,0010100,114,09:30,12,60,0.0
61,1010000,126,10:30,12,60,-24.0
61,1000100,126,10:30,12,60,0.0
61,0101000,126,10:30,12,60,0.0
61,0010100,126,10:30,12,60,0.0
61,1010000,138,11:30,12,60,0.0
61,1000100,138,11:30,12,60,0.0
61,0101000,138,11:30,12,60,0.0
61,0010100,138,11:30,12,60,0.0
61,1010000,150,12:30,12,60,0.0
61,1000100,150,12:30,12,60,0.0
61,0101000,150,12:30,12,60,0.0
61,0010100,150,12:30,12,60,0.0
61,1010000,162,13:30,12,60,0.0
61,1000100,162,13:30,12,60,0.0
61,0101000,162,13:30,12,60,0.0
61,0010100,162,13:30,12,60,0.0
61,1010000,174,14:30,12,60,0.0
61,1000100,174,14:30,12,60,0.0
61,0101000,174,14:30,12,60,0.0
61,0010100,174,14:30,12,60,0.0
61,1010000,186,15:30,12,60,0.0
61,1000100,186,15:30,12,60,0.0
61,0101000,186,15:30,12,60,0.0
61,0010100,186,15:30,12,60,0.0
61,1010000,198,16:30,12,60,0.5
61,1000100,198,16:30,12,60,0.5
61,0101000,198,16:30,12,60,0.5
61,0010100,198,16:30,12,60,0.5
62,1010100,90,07:30,12,60,22.0
62,1010100,102,08:30,12,60,0.0
62,1010100,114,09:30,12,60,0.0
62,1010100,126,10:30,12,60,0.0
62,1010100,138,11:30,12,60,0.0
62,1010100,150,12:30,12,60,0.0
62,1010100,162,13:30,12,60,0.0
62,1010100,174,14:30,12,60,20.0
62,1010100,186,15:30,12,60,20.0
62,1010100,198,16:30,12,60,20.5
62,0101000,90,07:30,18,90,2.0
62,0101000,108,09:00,18,90,0.0
62,0101000,126,10:30,18,90,-16.0
62,0101000,144,12:00,18,90,-16.0
62,0101000,162,13:30,18,90,-16.0
62,0101000,180,15:00,18,90,-16.0
62,0101000,198,16:30,18,90,-15.5
63,1010100,90,07:30,12,60,18.0
63,1010100,102,08:30,12,60,0.0
63,1010100,114,09:30,12,60,0.0
63,1010100,126,10:30,12,60,0.0
63,1010100,138,11:30,12,60,0.0
63,1010100,150,12:30,12,60,0.0
63,1010100,162,13:30,12,60,16.0
63,1010100,174,14:30,12,60,16.0
63,1010100,186,15:30,12,60,16.0
63,1010100,198,16:30,12,60,16.5
63,0101000,90,07:30,18,90,42.0
63,0101000,108,09:00,18,90,0.0
63,0101000,126,10:30,18,90,0.0
63,0101000,144,12:00,18,90,0.0
63,0101000,162,13:30,18,90,0.0
63,0101000,180,15:00,18,90,0.0
63,0101000,198,16:30,18,90,0.5
64,0101000,90,07:30,18,90,2.0
64,0101000,108,09:00,18,90,0.0
64,0101000,126,10:30,18,90,-24.0
64,0101000,144,12:00,18,90,-24.0
64,0101000,162,13:30,18,90,-24.0
64,0101000,180,15:00,18,90,0.0
64,0101000,198,16:30,18,90,0.5
65,0101000,90,07:30,18,90,2.0
65,0101000,108,09:00,18,90,0.0
65,0101000,126,10:30,18,90,-6.0
65,0101000,144,12:00,18,90,-24.0
65,0101000,162,13:30,18,90,-6.0
65,0101000,180,15:00,18,90,0.0
65,0101000,198,16:30,18,90,0.5
66,0101000,150,12:30,12,60,0.0
66,0101000,162,13:30,12,60,-4.0
67,1010100,90,07:30,12,60,2.0
67,1010100,102,08:30,12,60,0.0
67,1010100,114,09:30,12,60,0.0
67,1010100,126,10:30,12,60,-40.0
67,1010100,138,11:30,12,60,0.0
67,1010100,150,12:30,12,60,0.0
67,1010100,162,13:30,12,60,0.0
67,1010100,174,14:30,12,60,0.0
67,1010100,186,15:30,12,60,0.0
67,1010100,198,16:30,12,60,0.5
68,1010000,90,07:30,12,60,2.0
68,1000100,90,07:30,12,60,2.0
68,0101000,90,07:30,12,60,2.0
68,0010100,90,07:30,12,60,2.0
68,1010000,102,08:30,12,60,0.0
68,1000100,102,08:30,12,60,0.0
68,0101000,102,08:30,12,60,0.0
68,0010100,102,08:30,12,60,0.0
68,1010000,114,09:30,12,60,0.0
68,1000100,114,09:30,12,60,0.0
68,0101000,114,09:30,12,60,0.0
68,0010100,114,09:30,12,60,0.0
68,1010000,126,10:30,12,60,0.0
68,1000100,126,10:30,12,60,0.0
68,0101000,126,10:30,12,60,0.0
68,0010100,126,10:30,12,60,0.0
68,1010000,138,11:30,12,60,0.0
68,1000100,138,11:30,12,60,0.0
68,0101000,138,11:30,12,60,0.0
68,0010100,138,11:30,12,60,0.0
68,1010000,150,12:30,12,60,0.0
68,1000100,150,12:30,12,60,0.0
68,0101000,150,12:30,12,60,0.0
68,0010100,150,12:30,12,60,0.0
68,1010000,162,13:30,12,60,0.0
68,1000100,162,13:30,12,60,0.0
68,0101000,162,13:30,12,60,0.0
68,0010100,162,13:30,12,60,0.0
68,1010000,174,14:30,12,60,0.0
68,1000100,174,14:30,12,60,0.0
68,0101000,174,14:30,12,60,0.0
68,0010100,174,14:30,12,60,-40.0
68,1010000,186,15:30,12,60,0.0
68,1000100,186,15:30,12,60,0.0
68,0101000,186,15:30,12,60,0.0
68,0010100,186,15:30,12,60,0.0
68,1010000,198,16:30,12,60,0.5
68,1000100,198,16:30,12,60,0.5
68,0101000,198,16:30,12,60,0.5
68,0010100,198,16:30,12,60,0.5
69,1010000,90,07:30,24,120,2.0
69,1000100,90,07:30,24,120,2.0
69,0101000,90,07:30,24,120,2.0
69,0010100,90,07:30,24,120,2.0
69,1010000,114,09:30,24,120,0.0
69,1000100,114,09:30,24,120,0.0
69,0101000,114,09:30,24,120,-40.0
69,0010100,114,09:30,24,120,0.0
69,1010000,138,11:30,24,120,0.0
69,1000100,138,11:30,24,120,0.0
69,0101000,138,11:30,24,120,0.0
69,0010100,138,11:30,24,120,0.0
69,1010000,162,13:30,24,120,0.0
69,1000100,162,13:30,24,120,0.0
69,0101000,162,13:30,24,120,0.0
69,0010100,162,13:30,24,120,0.0
69,1010000,186,15:30,24,120,0.5
69,1000100,186,15:30,24,120,0.5
69,0101000,186,15:30,24,120,0.5
69,0010100,186,15:30,24,120,0.5
70,0010000,213,17:45,12,60,0.5
71,0101000,90,07:30,12,60,2.0
71,0101000,102,08:30,12,60,0.0
71,0101000,114,09:30,12,60,0.0
71,0101000,126,10:30,12,60,0.0
71,0101000,138,11:30,12,60,-1.0
71,0101000,150,12:30,12,60,-4.0
71,0101000,162,13:30,12,60,1.0
71,0101000,174,14:30,12,60,0.0
71,0101000,186,15:30,12,60,0.0
71,0101000,198,16:30,12,60,0.5
72,1010100,90,07:30,12,60,2.0
72,1010100,102,08:30,12,60,0.0
72,1010100,114,09:30,12,60,0.0
72,1010100,126,10:30,12,60,-6.0
72,1010100,138,11:30,12,60,-24.0
72,1010100,150,12:30,12,60,-6.0
72,1010100,162,13:30,12,60,0.0
72,1010100,174,14:30,12,60,0.0
72,1010100,186,15:30,12,60,0.0
72,1010100,198,16:30,12,60,0.5
73,1010100,90,07:30,12,60,2.0
73,1010100,102,08:30,12,60,-32.0
73,1010100,114,09:30,12,60,-8.0
73,1010100,126,10:30,12,60,0.0
73,1010100,138,11:30,12,60,0.0
73,1010100,150,12:30,12,60,0.0
73,1010100,162,13:30,12,60,0.0
73,1010100,174,14:30,12,60,0.0
73,1010100,186,15:30,12,60,0.0
73,1010100,198,16:30,12,60,0.5
74,1010100,90,07:30,12,60,2.0
74,1010100,102,08:30,12,60,0.0
74,1010100,114,09:30,12,60,0.0
74,1010100,126,10:30,12,60,-24.0
74,1010100,138,11:30,12,60,-6.0
74,1010100,150,12:30,12,60,-6.0
74,1010100,162,13:30,12,60,0.0
74,1010100,174,14:30,12,60,0.0
74,1010100,186,15:30,12,60,0.0
74,1010100,198,16:30,12,60,0.5
75,1010100,90,07:30,12,60,2.0
75,1010100,102,08:30,12,60,0.0
75,1010100,114,09:30,12,60,0.0
75,1010100,126,10:30,12,60,-32.0
75,1010100,138,11:30,12,60,-8.0
75,1010100,150,12:30,12,60,0.0
75,1010100,162,13:30,12,60,0.0
75,1010100,174,14:30,12,60,0.0
75,1010100,186,15:30,12,60,0.0
75,1010100,198,16:30,12,60,0.5
76,1010100,90,07:30,12,60,2.0
76,1010100,102,08:30,12,60,0.0
76,1010100,114,09:30,12,60,0.0
